,sentence,trigger,event_type,tag
113,"* * the ""uss abraham lincoln."" it's a guided missile destroyer. they fired off 50 tomahawk missiles during ""operation iraqi freedom."" you talk about the capability of this ship. the other mission that it took part in was the operations before t fall of the saddam hussein and his regime. they were out there taking down illegal smugglers and going out and boarding the ships. now, also, this ship played an important part within the war and that's because of the radar system. it could detect objects smaller than a honey bee. what does that mean",fired,0,474
471,"However, Baghdad from the air looks like Los Angeles _ wide, straight boulevards intersected by side streets in a grid pattern. ``Our forces would be capable of dealing with it reasonably. But there would be lots of casualties on all sides,'' Korb said.",casualties,1,1488
491,"The mid to late 1990's saw the passing of NCA founder Fred Fried, and also that of Charlotte Dinger, both who represented the two opposite points of view in the carousel preservation debate.",passing,1,1705
1057,"another six executives from enron could be charged with securities fraud and other crimes. federal prosecutors notified the former employees that they could face charges as early as this week. they would join seven other executives already charged abe our enron corporate america score board sets 50 executives now charged in america. seven of them, as i said, at enron. no one, no one is sent to prison. been 511 days since enron filed for bankruptcies.",bankruptcies,19,477
484,"It's like a never ending circle of violence and death and destruction. And, like I said, I'm personally just tired of it.  I think the world is just tired of it.",death,1,872
1292,"I I didn't actually -- watch the trial very much, uh th- in fact, I didn't watch the trial at all.",trial,29,810
463,"If convicted of the killings, Vang faces life in prison as Minnesota does not honor the death penalty. I look forward to Vang's conviction and I pray for the families of the victims. What happened was indefensible and justice must be served.",What,1,1796
894,"Time for ""Fireback,"" when the viewers fire back at us. Joshua Hosford of Newport Beach, California -- that would be nice in this weathers -- ""Paul, I guess we're going after all. Case in point, Khalid Shaikh Mohammed. It's amazing how someone can actually do two things at once. I'm chewing gum and talking on the phone while writing this note."" Joshua, you couldn't have said anything better. In fact, I've already said it.",talking,15,15
717,"The World Bank first offered the loan in 1999, but disagreements over treatment kept the project on hold. Russia objected to World Bank rules that required monitoring of patients receiving medication, the World Bank said.",loan,4,1260
212,"mm, by the way I am from Arab origin,  so I also have, uh,  uh, the same opinion -- like you.  I believe he -- -- in my opinion he- he was a good leader -- and, um,  I believe what,  eh, has to be done -- right now is to ((apply)) -- the United Nations', uh,  decisions about the conflict between Arab and Israel because there is -- -- there are a lot of,  uh, decisions have been made -- have been made -- and this, uh- For example, one of them was, uh, decision number two forty-two -- and this was about -- the ha- establishing two- two countries,  one for Israel and another one for Palestine.",conflict,0,832
138,"This was not one of the staged stiff-armed clotheslines you see in professional wrestling broadcasts. This was a vicious, arm cocked and swinging clothesline that literally could have torn Ferguson's head off of his body.",This,0,1962
109,An apparent friendly fire incident in northern Iraq is taking more of a toll on Kurdish leaders than we knew at first. Eighteen people are now reported dead. And there are late reports that the 45 wounded include the brother and a son of a Kurdish political leader. Julian Manyon of ITN has more from Northern Iraq.,fire,0,249
1003,"You are talking about physically restricted to vote at election day. However, it is not the Sunni clerics' complaints. Rather, their state reason is related to the reality that Iraq is currently under occupation.",election,17,1732
687,"North Korea offered to drop its nuclear and missile programs in exchange for security guarantees and economic aid, according to U.S. officials.",aid,4,1397
683,Actually more of the money from your donation has a chance of going directly toward its intended purpose than any other charity. The Red Cross normally deducts 9% from all deductions for its administratice costs. It has announced that it will forego the 9% on donations earmarked for tsunami relief and that 100% of these funds will go directly toward aid.,deductions,4,1599
452,Choir boy Tim Kaine is a political moderate informed by his Catholic beliefs. But look for the Kilgore team to paint him as a liberal for his record on tax hikes and the death penalty.,death,1,1878
762,"""Prostitution is completely decriminalised in Sydney and we are going to build a monster,"" he said.",build,6,1089
1381,"Had the existence of this $85,000 in a secret bank account been known, it would not have been necessary to fire those 17 people right away. Perhaps in the long run it was a good thing to fire them, but it might not have been a good idea to fire them all abruptly, in the same day.",fire,31,1690
626,The appointment marked the second change of the cabinet post since the Spidla-led government came into power in July 2002.,appointment,3,1543
917,"It started as a story on port security, how U.S. Navy and Coast Guard reserves are keeping ships safe from attack in Kuwait and Iraq. (on camera): The mission of these units is to protect these ports. (voice-over): But among the boats, guns, radar, sonar and communications, we found a secret weapon posted on the side of the tent that serves as the command center: letters from second-graders. Each one starts the same way.",letters,15,268
1574,"I will return this piece of shit on Friday, only to rent another vehicle Monday morning while we take the wife's car to the shop to get her 1400 bucks worth of damage repaired.",take,32,1969
1557,"If these patrols meet little opposition, thousands of troops could rush into the city. If the Iraqis respond forcefully, the Army and Marine units could withdraw and await the 4th Mechanized Infantry Division, which will soon start moving north from Kuwait. While they wait, the forces would try to determine where Iraqi strong points are within the city and where Hussein might be, if he is still alive.",rush,32,1477
774,"If you don't believe that, witness the Vioxx lawsuits. The company making Vioxx determined it might increase mortality and pulled it from the market. Because of that, it is being sued. The companies making similar drugs (Celebrex and Bextra) did not pull their product from the market. They are not being sued. Doing the right thing provides no protection from class action.",lawsuits,8,1595
1093,The meeting was Shalom's first encounter with an Arab counterpart since he took office as Israel's foreign minister on February 27.,meeting,21,1103
260,"by u.s. forces and which appears to be run by members of the the war began in iraq several weeks ago. the operation as it continues in the north continues to be a situation of unrest. the area around mosul described as uncertain in terms of its stability with deliberate agitation. those are the words there that general brooks used a short time ago. the unrest continues there and this follows up the shooting we talked about yesterday in which at least seven iraqis were killed by u.s. fire after they apparently came under fire trying to secure a certain part of the central part of mosul. also, news about another half-broth of saddam hussein apparently now apprehended overnight in baghdad with the i assistance of local iraqis. not sure where in baghdad, personal the person western neighborhood of mansour. you might remember last week when another half-brother of saddam hussein was picked up trying to cross into syria and that time, we have been told syria has closed its border with iraq to prevent any of that ongoing. we'll go through all of this throughout the morning here. first, to the pentagon and barbara starr to pick up what's happening.",war,0,446
163,"Recall that we (and the Brits) involved ourselves in that war ONLY in 1987, after attacks on Kuwaiti oil tankers.",war,0,1750
962,"Local leaders did their jobs, but national leaders, pressuring TV stations to lie, associating with old communist ex-president Ion Iliescu, failed to win in big cities.",win,17,1933
150,"With opposition hardening, the White House left open the possibility Tuesday that it would not seek a United Nations vote on its war-making resolution if the measure was headed for defeat.",war,0,1151
1116,"During their visit to Pyongyang, Weldon's delegation also met Choe Thae Bok, chairman of North Korea's legislature, the Supreme People's Assembly.",met,21,1439
290,"in northern iraq, u.s. warplanes hit targets including a ridge east of mosul, where iraqi troops have been entrenched. two f-14 tomcats struck the targets, the same area was a site of heavy bombing yesterday. after today's air strikes, 13 iraqi soldiers abandoned their posts and surrendered to kurdish fighters.",hit,0,317
488,5. Death of Arafat (1) Controversial PLO leader Yasser Arafat died in a Paris hospital last week.  Do you think Arafat's death will help or hurt the Israeli-Palestinian peace process,Death,1,830
615,"As part of the 11-billion-dollar sale of USA Interactive's film and television operations to the French media company in December 2001, USA Interactive received 2.5 billion dollars in preferred shares in Vivendi Universal Entertainment.",sale,2,978
327,"I really couldn't believe what I was watching while Bush put medals on Talent, Franks and Bremer. Talent was in charge of the CIA when two of the most costly intelligence failures in American history happened -- not recognizing the Sept. 11 plot, and wrongly claiming that Saddam had a stockpile of WMDs. Even people who mindlessly defend Bush's policies, like wjb67, don't want to take responsibility for Talent -- they point out that he was originally appointed by Clinton. Franks was in charge of the operation that was supposed to quickly go in, take over Iraq, and then start moving our troops out rapidly -- at this point I think we're going to see our troops over there at least through the end of the decade. And Bremer decided to destroy the existing Iraqi army, leaving it up to us and new recruits to try to impose order.",Sept. 11,0,1694
1569,"My girlfriend was on the run from probation in Fla when she got herself in trouble here in Az. which apparantly, true to her habits, she tried to avoid by not showing up for court. Time goes by, we meet etc etc she gets herself under the scrutiny of the police and into jail again.",run,32,1632
66,"reporter: for the rest of the crew, there is five more months to go in this deployment. and no one knows how long america's new war on terrorism will keep the ""uss john c. stennis"" engaged in battle. on highest alert as a carrier at war.",battle,0,555
1053,"american airlines may soon have a new destination as well, bankruptcy court. the airlines flight attendants union is calling for a new vote on $340 million in wage concessions after the disclosure last year of an executive compensation plan. the world's largest airline needs the concessions to avoid a bankruptcy filing. amr, the parent of american airlines, cancelled the bonus program and ceo donald carty as apoll cized to employees. the share plunging 40% here at the nyse. the overall market a fairly quiet session. volume is thin as some traders take an extended holiday weekend. over the next couple of days we'll continue to get earnings reports. today only a few corporate reports and little economic news to move the market. it's why the dow has been fairly range bound. the nasdaq at this point little changed. that is the latest from the new york stock exchange. there is lots more ""live from"" coming up after the break.",bankruptcy,19,455
629,"arnett had been covering the war for national geographic, which also fired him as tv reports were given exclusively to nbc and msnbc. late word from london that the tabloid the daily mirror just hired peter arnett to be its correspondent in baghdad. but the question remains did peter arnett and geraldo rivera cross the line",hired,3,400
740,"that was -- No, that was going to be their first.  And actually I don't even think they were married that long, maybe a year or two.",married,5,846
1133,"looking at like pictures of heirs force one now on the ground at a royal air force base outside of belfast, northern ireland. it's called aldergrove, just outside belfast. the president of the united states coming for a brief two-day summit with the british prime minister tony blair. they'll be talking about a postwar iraq among other important subjects. they'll also have an opportunity to review the so-called road map for israeli/palestinian peace negotiations to get off the ground. they also want to review what the status is of northern ireland right now as that peace process seems to be taking hold. been relatively quiet in northern ireland over the past few years. this is the third time in as many weeks that president bush and prime minister blair will be sitting down to review station, war strategy, as they go forward together. go forward as close allies in trying to help put together a new iraq. there are some significant differences in their strategy, including what role precisely the united nations should have in determining the future of iraq. they'll try to thrash all of that out. you're look at the picture of air force one taxiing in on the tarmac, getting ready for the president. as we watched this picture of the air force one getting into this airport i want to bring in our military analyst general dan crisman to go over what happens happening in baghdad. seems pretty far away from belfast right now, general. but decisions that these two leaders make could have a significant impact on the future of iraq. first of all, general, we'll keep this picture up of air force one, talk about what you sense is happening on the streets of baghdad right now.",summit,21,416
1524,It was an uplifting moment suggesting that maybe we're doing the right thing. I talked to a friend currently serving in Iraq last night and he says morale is up and the presence of troops is a positive thing. They just can't pack up and leave. Not just yet. We must be patient.,leave,32,1826
1420,"One sidenote here is that, despite their rabid fandom and the situation, not one thing was thrown at the offending player as he left the field. It would have been easy to bathe him in beer or snowballs or batteries as he left, but the Packer fans are classier than that. To a person, they acted with class, using their voices and not projectiles to express their displeasure.",left,32,1963
1070,Ngor said the paper would pay the fine but it would also appeal the verdict.,fine,20,1382
395,"Let's roll some tape. We're going to kind of play it and stop it, and Kelly's going to walk us through, I guess, Urban Combat 101. What are we seeing here",Combat,0,231
153,"""We were so proud of forming an antiwar bloc with France and Germany -- but nations have not been forming such blocs for at least 12 years and someone in Moscow should have understood that it was impossible to avert this war.""",war,0,1046
1563,- Start on Texas Ave. and head away from Bryan - Go down Texas Ave. until you come to South West Parkway - Take right on SW Parkway - Go down SW Parkway until you come to Welsh (stoplight) - Take right on Welsh - The apartment complex is called Renaissance Park and is on the immediate left - Go into second entrance of the complex on left (mailbox should be on right side) - Park anywhere - I am in building 24 apartment #241 - We will possibly be out back around pool if no one answers door,head,32,1622
1356,"that's interesting because leading into it, while she was new jersey governor, she sued the epa and she was very much considering herself to be an environmentalist, and then only to end up becoming the head of the epa and then of course, there was a lot of criticism over relaxed regulations. let's hear what she had to say last wednesday here on cnn just after announcing her resignation.",resignation,31,544
204,"For an idea, here is CNN's Candy Crowley with some war stories.",war,0,103
502,"Unrest continued in other parts of the country. Americans sought to bring calm to Mosul, where U.S. troops killed 17 people in clashes earlier in the week.",killed,1,1316
703,White House spokesman Ari Fleischer blamed Saddam Hussein's regime for slowing the flow of US$105 million in U.S. aid by placing mines in the port of Umm Qasr.,aid,4,1241
302,The comments came as President George W. Bush and his advisers looked beyond the diplomatic showdown and made plans for a public relations buildup to potential war.,war,0,1152
35,"When you're on the ground fighting, every piece of information you've got about what you're coming up against is golden.",fighting,0,246
549,"In 1991, however, the U.S. Congress banned this after Indonesian troops killed hundreds of civilians in East Timor.",killed,1,1293
1283,What's the most memorable criminal trial you can recall,trial,29,837
211,"War may sometimes be a necessary thing, but it can never be a natural thing. Training bridges that gap. Sergeant Chuck Hagel was seriously wounded twice in Vietnam.",War,0,109
377,"From the south to the north in the rolling hills of northern Iraq, coalition air strikes targeted Iraqi positions today in what's been called a ferocious bombardment. It happened outside the oil-rich city of Kirkuk. CNN's Brent Sadler is there.",bombardment,0,185
1096,"Secretary of State Colin Powell said the offer was made during three-way talks between US, North Korean and Chinese diplomats last week in Beijing.",talks,21,1074
557,"reporter: it was the lead story across connecticut in early april, police say jennifer o'conner, a connecticut woman with a history of psychiatric problems confessed to shooting her daughter 7, while the 7 -year-old girl lay sleeping. o'conner told police she could no longer cope with her daughter daughter's learning, disability prps sara dade three days later. thomas, owner a local gun and motorcycle shop, said he felt gutted when he saw the news reports of o'conner's vest on murder charges.",shooting,1,516
1311,"Blasphemy is punishable by death under the Pakistan Penal Code. However, no blasphemy convict has ever been executed in the country.",death,30,1073
1501,"reporter: and this is a military town, judy and little by little we are seeing these soldiers head out. in a strange way and this may sound unusual, there's a little sense of relief because these soldiers were set to leave in january and now they got second deployment orders, the delay, of course, the inability to get access to turkey, but along the way, the 4th infantry division is one seeped in tradition and there's a real sense of pride among the soldiers, 250 of which left yesterday, over the course of the week 12,000 will be leaving from here. another 4,000 from fort carson in colorado and it dates back to world war i. their equipment that left on january is now on a ship on its way south through the suez canal and it's interesting to note some of the equipment that's been held up for the last couple of months, there are some 5 helicopters, 200 tanks as well as 150 bradley infantry fighting vehicles. these are highly trained soldiers. they are ready to go. they are happy to be finally able to come and back up the first wave of troops that left from here. their mission is very broad, judy to deploy anywhere in the world in support of national strategy. they doan know what they'll be doing. they will learn that once they get there their first stop will be to central command, they'll receive more specific orders. they will be join by the first cavalry. they have received deployment orders. they have not yet been told to make final arrangements. they all tell me, the soldiers you talk to and also some of the information people here at fort hood, they train like they fight. they are ready. they are determined and they are very patriotic in support of our country. they are going over there to do a mission they believe in and as we said, 250 left yesterday. they were armedded with their m-16s, they are concerned. their families were here to see them off, but they are determined to return though it is interesting to note that many of them, so many with young children have told their kids that mom or dad could be away for as long as a year. judy",head out,32,392
57,"much -- Yeah.  So, I mean, i- -- you know,  uh, how we consider -- Arafat a terrorist,  we also should consider that -- could've been, in some ways, a reaction to some of the terrorism that was -- initially -- committed by the Israelis.",terrorism,0,890
1218,"Grigory Pasko's lawyer Genri Reznik filed the appeal with Russian Supreme Court, the Interfax and ITAR-Tass news agencies reported. He asked the court to invalidate the verdict and throw out the criminal case against Pasko, they said.",appeal,25,1301
562,"More than a few e-mails have come in wondering why I haven't remarked on the horrible hunting tragedy on Nov. 21 that left six people dead, and why I haven't updated the ASSAULT WEAPONS BAN COUNTER.",dead,1,1792
360,"It means when you take the threat of force of the table, you're likely to stop disarming Saddam Hussein.",force,0,70
1245,We had no part in it.,it,27,63
132,"Again, we know where we're going. We know where they're at so we simply avoid them and if for some reason they do get off a lucky shot or they do see us, we have defensive systems on board the airplane to defeat their ammunition.",defeat,0,118
82,"24 hours after a coordinated series of suicide bombings in saudi arabia, the death toll is still rising. an eighth american has died. in all, 21 people were killed, not including the nine suspected bombers. nearly 200 people were injured. u.s. and saudi officials say the bombings bear the trademark of al qaeda. they may have been timed to coincide with the arrival of secretary of state colin powell in riyadh. the state department is ordering all non-essential diplomats and dependents out of the country. an fbi team is heading to saudi arabia to help investigate the attacks. they targeted three residential compounds for americans and other westerners.",bombings,0,336
916,Her second-graders were very interested in sending some letters out to the troops.,letters,15,270
759,"No. Well, what we've heard the numbers of reconstruction running around $100 billion. We put $2.5 billion in, in the last supplemental appropriations bill. So it's going to be costly. These RFPs, these seeking bids on various contracts are rather costly, and so it's going to be expensive. And clearly the responsibility is going to fall principally on the United States. Now, I would hope that sooner rather than later we could see a civilian government emerge in Iraq, a democratically elected one, that there'd be more cooperation from the international community, on both the peacekeeping side as well as the political restructuring that's necessary in Iraq. And to the extent we can move that along more quickly, I think we're all going to be better off. Being the sole, or almost the sole power there, both in terms of reconstruction and politically, exposes us to great vulnerabilities.",emerge,6,309
450,Allied successes were marred by the collision of two Royal Navy helicopters over the Persian Gulf in which all six British crew members and one American were killed.,killed,1,1207
547,"the israeli government said its forces were returning fire and that miller was shot in the back, suggesting he could have been hit by palestinian gunmen. those close to miller believe he was shot by an armored israeli personnel carrier. we know the israelis fired. whether or not he was shot by israelis gunfire, we are not certain at this time. miller becomes the second journalist in just two weeks to be killed covering the israeli-palestinian conflict. with palestinian cameramen, shot and killed by an israeli soldier on the west bank in mid-april. with back-to-back deaths making a total of at least seven journalists killed covering the conflict in the past two and a half years.",deaths,1,503
983,"Yeah, I guess the elections, ah -- basically, who did you vote for, and the vice presidential candidates, and why, and I'll be honest with you",elections,17,848
1128,But officials in Seoul said Sunday that North Korea had yet to confirm that Cabinet-level meetings scheduled to begin Monday in Pyongyang would go ahead. Seoul had hoped to use the three-day talks to try to persuade its communist neighbor to scrap its suspected nuclear program in return for aid and better relations with the outside world.,talks,21,1270
1000,"She would be my s- -- well you know what, actually, I liked Dean a lot I must say, in this election. And I think it was just",election,17,681
305,that's what we're doing as we come through here and completely search theses have else to make sure there's no one lurking on there with weapons or rpgs or some other pad to take down helos that are flying by or any other ships that are coming in through here.,take down,0,319
283,"The Americans say they've destroyed two divisions of the elite Republican Guard. (on camera): The Medina division, which is one of the toughest outfits in the Republican Guard is now down to 10 percent of its fighting strength. That means it's practically inoperative. Others are down to 50 percent, but there's still one or two divisions around 75, 80, 90 percent of their fighting strength, and they could still put up very stiff resistance, indeed, when the American forces get en masse to Baghdad itself. (voice-over): The noose appears to be tightening on Saddam Hussein. The question is, how desperate he will get before he is finally toppled. Carl Dinnon, ITV News, Iraq.",destroyed,0,200
366,The call reflected the insistent demand made by the three leaders before the US-British invasion of Iraq that UN approval was essential for any mission to topple Iraqi President Saddam Hussein.,invasion,0,1030
1099,"well, security is tight as exxon mobil shareholders meet today in dallas. allan chernoff live from the new york stock exchange to tell us what's behind the precautions.",meet,21,560
763,"The Daily Planet Ltd, about to become the first brothel to list on the Australian Stock Exchange, plans to follow up its May Day launching by opening a ""sex Disneyland"" here, the Melbourne-based bordello announced Wednesday.",launching,6,1085
978,"Cool.  Um, man I thought I, uh,  put this whole election stuff behind me.",election,17,855
1469,"Royal Marine commandos carried out an overnight sweep around the port, searching for Iraqi holdouts. The British said they had enough control over the area to begin sending in ships.",sending,32,1242
1468,"Friday, July 8th - Drive back to Boston passing through New York -- do whatever -- 262 Miles from Red Banks to Boston but add whatever miles from New York - Stay the night with friends in Boston",Drive,32,1713
656,Making this list is certainly a source of pride. It can also be helpful if you are looking for a nice new job. Should anyone else pay attention to this list,new,3,2012
1165,"Indonesian courts have increasingly handed out severe sentences, including death, for drug smugglers. Narcotics abuse is an increasingly serious problem in the country.",sentences,22,1015
146,an air force pilot is back at his base after a close call. military officials say a missile hit his warthog and he was forced to eject. cnn's gary tuchman is live near the iraqi border with details on the mission and the pilot's rescue. gary,hit,0,424
1315,"the central command on the other hand says rivera is being kicked out of iraq because ""he gave away the big picture stuff."" all of this now under review, whether or not geraldo stays or goes. we'll continue to monitor that front on the store yix another veteran war correspondent is being fired for his controversial conduct in iraq. nbc is terminating freelancer reporter peter arnett for statements he made to the iraqi media. we showed you the statements yesterday. he said the coalition's first war plan had failed because of iraqi resistance. today he appeared on on nbc's ""today"" show and said he was sorry.",fired,31,398
266,"All right. We're paying attention to all those details for us, Chris Plante at the Pentagon. You're looking at live pictures of Baghdad where there have been more strikes, more bombs dropped, more missiles this evening and of course as always, CNN keeping a close eye, a close watch, a close listen on what's going on in Baghdad. Coming up, coalition forces control several parts of southern Iraq but they still face some serious problems including pockets of resistance. That story when we come back. Since marching into Iraq, coalition troops have engaged in some fierce battles with Saddam Hussein's forces. A serious problem they still face though, pockets of resistance. Reporter David Bowden is with the British forces in Umm Qasr in southern Iraq.",strikes,0,132
414,"A furious Justice party member, Fehmi Husrev Kutlu, rushed toward Ozkan, bumping into him and sending his eyeglasses flying, Anatolia reported. Other legislators surrounded the two to head off a brawl.",brawl,0,1190
17,"Yeah, I- I agree also. Yeah, I- I mean, I- I did support the war. I just think that when they went in there, you know they -- they just didn't -- you know, they didn't i- execute everything correctly, you know there was problems, you know.",war,0,958
30,"Hello, everybody. Welcome to CROSSFIRE. On this Ash Wednesday, the pope asks Catholics to fast for peace and he asks President Bush to work for peace, while the White House sends out Colin Powell to make yet another case for war. We will debate all of that as well as ""Vanity Fair""'s latest, stunning revelations about Michael Jackson. Believe it or not, we got new news on Michael Jackson. Do you think he really looks like a mummy",war,0,66
1186,"Anwar was told Monday that he had been granted a standard one-third remission of a six-year corruption sentence for good behaviour, and immediately began to serve the nine-year sentence for sodomy.",sentence,22,1059
289,"The gunman began shooting inside the Hudson Valley Mall shortly after 3 p.m. in Kingston, nearly 90 miles north of New York City.",shooting,0,1834
1460,"Yeah, that's what we do.  Every year,  uh, but I don't always attend. Uh, my family -- celebrates the sun shining. They're always together. So, uh, it's not particularly special at Christmas -- because they see each other every other weekend.  But, still,  uh, they go to, uh, grandmother's -- every Christmas.  A particular person's house every holiday season.  You know, whether it's Christmas or -- Thanksgiving or Mother's Day or Easter,  it just alternates it- you know, each- uh, a particular person's house is- is how they do it.",go,32,903
1322,"gone.  Yeah, that guy Bernard, uh, the guy that was New York mayor. Or, not the mayor the New York police department chief or whatever. Eh, he quit, or he resigned. Something about,  um,  he had a legal maze or something.  Yeah, it's all -- you know, I I I don't know if we're doing the right thing because now look at Iran, what are we going to be, uh,  and he he's talking about trying to invade Iran now.",resigned,31,944
1121,Indonesia's Foreign Ministry spokesman Marty Natalegawa says Megawati's meeting with Russian President Putin slated for April 21 will touch on the Iraq crisis.,meeting,21,1287
642,"Tvrdik, who took over the defense ministry in May 2001, also announced that he would quit his post in the parliament and give up his position in the ruling party Social Democrats.",took over,3,1542
686,"Th- that was the Bank's big deal last year, was uh ninety percent associate satisfaction.  And they were all happy when they finally got there.  But we didn't get anything for it.  They didn't like give everybody bonuses or anything.  Sheesh.  They because they got some better insurance policies and some better -- bonuses that they paid out at the end of the month and -- you know, it was a little better.",paid out,4,705
853,"Naxakis and two of Ocalan's Kurdish associates are being tried on criminal charges of endangering national security. Ocalan, being tried in absentia, was indicted for entering the country illegally, a misdemeanor.",charges,13,1471
322,"No, we have full credibility in Iraq. We've prosecuted with the alliance a successful liberation of the Iraqi people, and we have clearly caused Saddam to destroy weapons of mass destruction, or at least to suppress evidence of them. That is a victory of sorts.This is a facet that's important. It's important in the war against terrorism that we rout out whatever is there and, likewise, the people involved, because they might help supply al Qaeda or other terrorists along the trail.",war,0,307
600,"Apparently Yuganskneftegaz, which was sold to an independent buyer who turned out to be an apparatus of the state (yes, the same state that 1) forced Yukos to do the auction, and 2) ran the auction, not that 3) this is suspicious or anything), and which was then being bought with foreign assistance, is not being bought with foreign assistance. As of this morning, at least. Anyway, it looks like they're denying Chinese involvement to avoid a lawsuit , which is funny -- you'd think they might know someone in the Russian judiciary who could help them out.",sold,2,1996
454,Basson was accused of directing South Africa's former apartheid regime's biochemical efforts aimed at destroying its opponents.,destroying,1,1448
902,"reporter: hello, judy. during a brief phone call with their son from kuwait on surngd the arm asked the young family not to get into any specific details about what happened during their son's capture and release. however, the family did get in a company of questions about how he was treated. they learned he lost 20 pound pounds and also their son told them that in the last few days of his capture, things weren't so bad but that they were very rough in the beginning. now they are learning more details that their son in fact was kicked and beaten after his capture, and that his fellow pilot david williams had a knife held to his throat immediately after an tur, according to an interview their son was allowed to conduct with ""the washington post"", who flew with him into kuwait. their son is said to be in very good spirits now and back here in georgia, after three weeks of not knowing exactly what had happened to him, finally, for the very first time in three weeks, the young family members got some sleep last night for the first time in a long time. well, at least some family members did.",call,15,432
1544,"also ahead, the anatomy of a rescue, just a couple of hours ago, rescued p.o.w. jessica lynch arrived at the ramstein air base in germany for medical treatment. a little later we'll speak with her family and talk a closer look at the daring operation that produced her safe recovery, but first the push into baghdad. coalition field commanders say u.s. troops are now within 15 miles of the iraqi capital. they say their forces today with the iraqi republican guard units as part of a protwo-pronged advance on the city. u.s. troops could be in baghdad southern outskirts by early thursday. however, the pentagon is down playing the idea that an invasion of baghdad is imminent. for the second straight day, iraqi television meanwhile has broadcast a statement from the iraqi president saddam hussein. however, despite the appearance of saddam hussein in and what was said to be new fattage, the statement itself was read by an iraqi news anchor wearing a military uniform. u.s. officials say they aren't sure whether the iraqi president is still alive. regardless, the statement praised iraqis who have fought coalition forces. it was said to be saddam hussein's response to a letter from his niece.",push,32,405
144,"Let me tell you. They have it and we supported them having it when they were fighting Iran so it's no big deal there. And the thing is that if we can disarm them without actually going there, killing them, I really think that we maintain our moral authority around the world. We have a lot of people...",fighting,0,88
610,"This is Talil, Iraq. The Talil Air Base. But the are no more Iraqis here, the coalition took over this base last week. It's now a major staging point. You know you are in Iraq when you drive down the road coming into the base and see the portrait of Saddam Hussein. What's happen is the military personnel who have arrived here have taken out their markers and are writing messages on Saddam Hussein's portrait. You can see the main one here on the bottom and also here messages like, we won, April 1, 2003. Want to give you a look. There's a lot of security personnel here. You can look over there and you can see the military vehicles. These are Air Force Security Forces with their rifles patrolling the entrance. There is a lot of fighting in this area. We're near the town of Nasiriya. But this base now is considered secure enough to make it a major staging point for the coalition.",took over,2,190
407,"reporter: well, first of all, regarding the rape, they hope to find out who the father is once she gives birth because they will analyze dna from the baby in order to try to determine paternity in this case. and the governor has ordered a panel of experts now to study this issue of security, far better security than is clearly needed for people such as this woman, jds, living in group homes.",rape,0,669
746,"Webb also said details of the breakdowns of the Welches' previous marriages were likely to come up, and cited reports of alleged extramarital affairs by both.",marriages,5,1234
169,"This Isn't Writing, It's Typing has a great post out with a ton of info, some of it quite scary A more frightening scenario is that terrorists may have obtained a Chinese-produced ZM-87 laser blinder which is specifically designed to blind eyesight. The Japanese terrorist cult Aum Shinrikyo--which launched the infamous Sarin gas attack on the Tokyo subway system in 1995--was discovered to have experimented with the use of lasers as weapons.According to The Asian Pacific Post, ""Cult members apparently obtained laser design information from Russian institutes they visited and built a laser weapon mounted on a truck. They had planned to use the laser against Tokyo policemen, but the plan failed when the laser malfunctioned during the testing stage."" PoliticAlex also has some info on this story also.",attack,0,1913
738,"That's sad, Lee. I really think it's time for the church to admit that a civil ceremony followed by a temple sealing reaches the same goal, often in a more loving way, than insisting that only the sealing is worth doing. A change of that sort would be very simple to implement, and most church members would like it better than allowing non-LDS family members into the temple, which would actually be my preference.",ceremony,5,1571
406,2Slick pointed me to a article at In Iraq For 365 . This is a great blog and I encourage you all to read it regularly. On Sunday he wrote of two Iraqi soldiers who didn't see us as conquerors but as allies when the Mosul bombing occurred. The suicide bomb sprayed bb-like fragments throughout the Marez dining facility. One piece of shrapnel sliced through the femoral artery of a U.S. soldier and his only chance for survival was in the hands of these two Iraqis.,bombing,0,1902
1476,Palestinians and their dovish Israeli allies routinely use the word ``occupation'' when demanding that Israel leave the West Bank and Gaza and dismantle Jewish settlements.,leave,32,1431
1597,"In the case of 1991, the task was to go in and get them out of Kuwait, and they did it, and they were properly greeted coming back to the United States. In this instance, it was a very different task. It was to remove that regime, and it's part of a global war on terrorism that is not over. We still have to face the problem of a number of global terrorist networks and terrorist states that exist, that work with those global networks. And on the one hand we will, in fact, find a way to honor the courage and dedication and talent of these young men and women, and we'll do it well. Whether it will be modeled off the 1991 thing, I don't know. I kind of doubt it, because it's such a different circumstance. Certainly, our war plan was not modeled off of 1991.",coming back,32,302
718,"Renowned UVA political scientist Larry Sabato this morning announced a $1,000,000 cash gift to the University of Virginia. The gift, payable over three years, is the largest ever given the university by an active faculty member, according to UVA President John Casteen. Sabato has written 23 books. Some of them have been read",gift,4,1871
1276,"the board is who decides that and board is so often chock full of the ceos golfing buddies, they serve on each other's boards and problem here is gap between what the average worker makes and ceo is making is increasing and everyone agrees that is not a good thing for this country, plus the fact, when the guys get the big packageses, so often you see the companies going down the zblubs thank you for updating us. back over to bill.",going down,28,460
